"Name of Satellite, Alternate Names",Current Official Name of Satellite,Country/Org of UN Registry,Country of Operator/Owner,Operator/Owner,Users,Purpose,Longitude of GEO (degrees),Perigee (km),Apogee (km),Eccentricity,Inclination (degrees),Period (minutes),Launch Mass (kg.),Date of Launch,Expected Lifetime (yrs.),Contractor,Country of Contractor,Launch Site,Launch Vehicle,COSPAR Number,NORAD Number,Orbit
Dove 4x-3 (0 Flock 4x-3 2482),Dove 4x-3,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,0.0,518,535,0.002290179172841169,97.5,94.7,6.0,2022-01-13 00:00:00,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2022-002Y,51006,LEO - Sun-Synchronous
Dove 4x-30 (0 Flock 4x-30 24a4),Dove 4x-30,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,0.0,519,535,0.0021551724137931034,97.5,94.7,6.0,2022-01-13 00:00:00,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2022-002S,51000,LEO - Sun-Synchronous
Dove 4x-31 (0 Flock 4x-31 2499),Dove 4x-31,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,0.0,524,535,0.0014806838067034595,97.5,94.7,6.0,2022-01-13 00:00:00,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2022-002BK,51041,LEO - Sun-Synchronous
Dove 4x-32 (0 Flock 4x-32 249e),Dove 4x-32,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,0.0,518,535,0.002290179172841169,97.5,94.7,6.0,2022-01-13 00:00:00,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2022-002AS,51024,LEO - Sun-Synchronous
Dove 4x-34 (0 Flock 4x-34 247d),Dove 4x-34,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,0.0,523,535,0.0016155088852988692,97.5,94.7,6.0,2022-01-13 00:00:00,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2022-002BL,51042,LEO - Sun-Synchronous
Dove 4x-35 (0 Flock 4x-35 2461),Dove 4x-35,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,0.0,523,535,0.0016155088852988692,97.5,94.7,6.0,2022-01-13 00:00:00,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2022-002BS,51048,LEO - Sun-Synchronous
Dove 4x-36 (0 Flock 4x-36 2446),Dove 4x-36,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,0.0,522,535,0.0017503702706341726,97.5,94.7,6.0,2022-01-13 00:00:00,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2022-002BH,51039,LEO - Sun-Synchronous
Dove 4x-37 (0 Flock 4x-37 2481),Dove 4x-37,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,0.0,519,535,0.0021551724137931034,97.5,94.7,6.0,2022-01-13 00:00:00,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2022-002AB,51009,LEO - Sun-Synchronous
Dove 4x-38 (0 Flock 4x-38 248f),Dove 4x-38,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,0.0,518,535,0.002290179172841169,97.5,94.7,6.0,2022-01-13 00:00:00,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2022-002AR,51023,LEO - Sun-Synchronous
Dove 4x-39 (0 Flock 4x-39 2475),Dove 4x-39,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,0.0,518,535,0.002290179172841169,97.5,94.7,6.0,2022-01-13 00:00:00,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2022-002AX,51029,LEO - Sun-Synchronous
Dove 4x-4 (0 Flock 4x-4 2483),Dove 4x-4,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,0.0,523,535,0.0016155088852988692,97.5,94.7,6.0,2022-01-13 00:00:00,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2022-002CJ,51064,LEO - Sun-Synchronous
Dove 4x-40 (0 Flock 4x-40 248e),Dove 4x-40,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,0.0,524,535,0.0014806838067034595,97.5,94.7,6.0,2022-01-13 00:00:00,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2022-002BW,51052,LEO - Sun-Synchronous
Dove 4x-41 (0 Flock 4x-41 2488),Dove 4x-41,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,0.0,519,535,0.0021551724137931034,97.5,94.7,6.0,2022-01-13 00:00:00,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2022-002X,51005,LEO - Sun-Synchronous
Dove 4x-42 (0 Flock 4x-42 2480),Dove 4x-42,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,0.0,518,535,0.002290179172841169,97.5,94.7,6.0,2022-01-13 00:00:00,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2022-002AL,51018,LEO - Sun-Synchronous
Dove 4x-43 (0 Flock 4x-43 2486),Dove 4x-43,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,0.0,518,535,0.002290179172841169,97.5,94.7,6.0,2022-01-13 00:00:00,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2022-002AV,51027,LEO - Sun-Synchronous
Dove 4x-44 (0 Flock 4x-44 247b),Dove 4x-44,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,0.0,520,535,0.00202020202020202,97.5,94.7,6.0,2022-01-13 00:00:00,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2022-002K,50993,LEO - Sun-Synchronous
Dove 4x-5 (0 Flock 4x-5 247c),Dove 4x-5,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,0.0,518,535,0.002290179172841169,97.5,94.7,6.0,2022-01-13 00:00:00,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2022-002W,51004,LEO - Sun-Synchronous
Dove 4x-6 (0 Flock 4x-6 2470),Dove 4x-6,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,0.0,524,535,0.0014806838067034595,97.5,94.7,6.0,2022-01-13 00:00:00,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2022-002BM,51043,LEO - Sun-Synchronous
Dove 4x-7 (0 Flock 4x-7 2478),Dove 4x-7,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,0.0,523,535,0.0016155088852988692,97.5,94.7,6.0,2022-01-13 00:00:00,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2022-002CK,51065,LEO - Sun-Synchronous
Dove 4x-8 (0 Flock 4x-8 2438),Dove 4x-8 ,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,0.0,520,535,0.00202020202020202,97.5,94.7,5.7,2022-01-13 00:00:00,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2022-002J,50992,LEO - Sun-Synchronous
Dove 4x-9 (0 Flock 4x-9 248c),Dove 4x-9,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,0.0,523,535,0.0016155088852988692,97.5,94.7,6.0,2022-01-13 00:00:00,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2022-002BR,51047,LEO - Sun-Synchronous
"DQ-1 (Daqi-1, Daqi Huanjing Jiance Weixing DQ-1)",DQ-1,NR (4/22),China,China National Space Administration,Government,Earth Science,0.0,680,680,0.0,98,95.0,2600.0,2022-04-15 00:00:00,,China Academy of Space Technology (CAST),China,Taiyuan Launch Center,Long March 4C,2022-039A,52257,LEO - Sun-Synchronous
DRUMS (Debris Removal Unprecedented Micro-Satellite),DRUMS,NR (1/22),Japan,Kawasaki Heavy Industries,Commercial,Technology Demonstration,0.0,549,572,0.0030703510879722335,97.6,94.6,62.0,2021-11-08 00:00:00,,Kawasaki Heavy Industries,Japan,Uchinoura Space Center,H2A,2021-102D,49398,LEO - Sun-Synchronous
"DSCS III-A3 ( USA 167, DSCS III-A3) (Defense Satellite Communications System)",USA 167,USA,USA,US Air Force,Military,Communications,60.01,35771,35802,0.00039772654375633477,0.03,1436.12,1156.0,2003-03-11 00:00:00,10.0,Lockheed Martin Missiles & Space,USA,Cape Canaveral,Atlas 2A,2003-008A,27691,GEO - Equatorial
"DSCS III-B6 ( USA 170, DSCS III B-6) (Defense Satellite Communications System)",USA 170,USA,USA,US Air Force,Military,Communications,-52.51,35760,35814,0.0006928050908344452,0.05,1436.1,1156.0,2003-08-29 00:00:00,10.0,Lockheed Martin Missiles & Space,USA,Cape Canaveral,Delta 4,2003-040A,27875,GEO - Equatorial
"DSCS III-F10 ( USA 135, DSCS III B-USA 13) (Defense Satellite Communications System)",USA 135,USA,USA,US Air Force,Military,Communications,-130.05,35757,35817,0.0007697834342604948,2.54,1436.1,1156.0,1997-10-24 00:00:00,10.0,Lockheed Martin Missiles & Space,USA,Cape Canaveral,Delta 4,1997-065A,25019,GEO - Equatorial
"DSCS III-F12 ( USA 153, DSCS III B-USA  (Defense Satellite Communications System)",USA 153,USA,USA,US Air Force,Military,Communications,-12.15,35774,35799,0.00032074721270672156,0.04,1436.12,1156.0,2000-10-20 00:00:00,10.0,Lockheed Martin Missiles & Space,USA,Cape Canaveral,Atlas 2A,2000-065A,26575,GEO - Equatorial
"DSCS III-F9 ( USA 113, DSCS III B-7) (Defense Satellite Communications System)",USA 113,USA,USA,US Air Force,Military,Communications,-52.4,35784,35784,0.0,0,1436.1,1156.0,1995-07-31 00:00:00,10.0,Lockheed Martin Missiles & Space,USA,Cape Canaveral,Atlas 2A,1995-038A,23628,GEO - Equatorial
"DSCS III-FUSA 11 ( USA 148, DSCS III B-8) (Defense Satellite Communications System)",USA 148,USA,USA,US Air Force,Military,Communications,-179.8,35706,35868,0.0020784152725033356,0.01,1436.13,1156.0,2000-01-01 00:00:00,10.0,Lockheed Martin Missiles & Space,USA,Cape Canaveral,Atlas 2A,2000-001A,26052,GEO - Equatorial
DS-EO,DS-EO,NR (9/22),Singapore,Singapore Armed Forces,Military,Earth Observation,0.0,562,573,0.0014656895403064624,9.99,95.9,365.0,2022-06-30 00:00:00,,Satrec Initiative,Signapore,Satish Dhawan Space Centre,PSLV,2022-072A,52935,LEO - Polar
DSP 20 (USA 149) (Defense Support Program),USA 149,USA,USA,US Air Force,Military,Earth Observation,-36.25,35897,35909,0.0001534997953336062,4.08,142.08,2380.0,2000-05-18 00:00:00,9.0,TRW and Aerojet Electronics Systems,USA,Cape Canaveral,Titan IVB,2000-024A,26356,GEO - Equatorial
DSP 21 (USA 159) (Defense Support Program),USA 159,USA,USA,US Air Force,Military,Earth Observation,69.48,35765,35810,0.0005773301687087048,3.68,1436.14,2380.0,2001-08-06 00:00:00,9.0,TRW and Aerojet Electronics Systems,USA,Cape Canaveral,Titan 4B,2001-033A,26880,GEO - Equatorial
DSP 22 (USA 176) (Defense Support Program),USA 176,USA,USA,US Air Force,Military,Earth Observation,103.84,35741,35832,0.0011675198542524666,1.41,1436.12,2380.0,2004-02-14 00:00:00,9.0,TRW and Aerojet Electronics Systems,USA,Cape Canaveral,Titan 4B,2004-004A,28158,GEO - Equatorial
D-Star ONE Sparrow,D-Star ONE Sparrow,Germany,Germany,German Orbital Systems ,Commercial,Technology Development,0.0,571,588,0.002257935980873954,97.7,96.3,4.0,2018-12-27 00:00:00,,German Orbital Systems,Germany,Vostochny Cosmodrome,Soyuz-2.1a,2018-111F,43881,LEO - Sun-Synchronous
DSX (Demonstration and Science Experiments),DSX,USA,USA,Air Force Research Laboratory,Military,Technology Development,0.0,6004,12034,0.24705014749262535,42.21,316.9,600.0,2019-06-25 00:00:00,1.0,Air Force Research Laboratory,USA,Cape Canaveral,Falcon Heavy,2019-036F,44344,MEO
DubaiSat-2,DubaiSat-2,United Arab Emirates,United Arab Emirates,Emirates Institution for Advanced Science & Technology (EIAST),Government,Earth Observation,0.0,585,603,0.0023815824292140776,97.8,96.56,300.0,2013-11-21 00:00:00,5.0,Satrec Initiative,South Korea,Dombarovsky Air Base,Dnepr,2013-066D,39419,LEO - Sun-Synchronous
Duogongneng Shiyan Weixing ,Duogongneng Shiyan Weixing ,NR (12/20),China,Academy of Military Science,Military,Technology Development,0.0,484,504,0.002718129926610492,97.5,95.5,,2020-08-23 00:00:00,,Academy of Military Science,China,Jiuquan Satellite Launch Center,Long March 2D,2020-058C,46234,LEO - Sun-Synchronous
"Eagle-1 (AMC-3, Americom 3, GE-3)",Eagle-1,USA,USA,Global Eagle Entertainment,Commercial,Communications,-86.96,35777,35795,0.00023094095609555823,0.02,1436.08,2845.0,1997-09-04 00:00:00,15.0,Lockheed Commercial Space Systems,USA,Cape Canaveral,Atlas 2AS,1997-050A,24936,GEO - Equatorial
Eaglet-1,Eaglet-1,NR,Italy,OHB Italia,Commercial,Earth Observation,0.0,573,591,0.002389169100079639,97.7,96.3,4.0,2018-12-03 00:00:00,,OHB Italia,Italy,Vandenberg AFB,Falcon 9,2018-099AJ,43790,LEO - Sun-Synchronous
Echostar 10,Echostar 10,USA,USA,"Echostar Satellite Services, LLC",Commercial,Communications,-110.07,35780,35792,0.00015396063739703882,0.06,1436.0,4333.0,2006-02-15 00:00:00,15.0,Space Systems/Loral,USA,Sea Launch Odyssey,Zenit 3SL,2006-003A,28935,GEO - Equatorial
Echostar 11,Echostar 11,USA,USA,"Echostar Satellite Services, LLC",Commercial,Communications,-109.97,35778,35793,0.00019245326593192287,0.03,1436.1,5500.0,2008-07-16 00:00:00,15.0,Space Systems/Loral,USA,Sea Launch Odyssey,Zenit 3SL,2008-035A,33207,GEO - Equatorial
Echostar 14,Echostar 14,USA,USA,"Echostar Satellite Services, LLC",Commercial,Communications,-119.0,35785,35789,5.1318895617366314e-05,0.05,1436.11,6384.0,2010-03-20 00:00:00,15.0,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton M,2010-010A,36499,GEO - Equatorial
Echostar 15,Echostar 15,USA,USA,"Echostar Satellite Services, LLC",Commercial,Communications,-61.5,35789,35803,0.00017957466458018008,0.07,1436.57,5521.0,2010-07-10 00:00:00,15.0,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton M,2010-034A,36792,GEO - Equatorial
Echostar 16,Echostar 16,USA,USA,"Echostar Satellite Services, LLC",Commercial,Communications,-61.5,35776,35796,0.00025660106232839805,0.05,1436.06,6658.0,2012-11-20 00:00:00,15.0,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton M,2012-065A,39008,GEO - Equatorial
Echostar 17,Echostar 17,USA,USA,"Echostar Satellite Services, LLC",Commercial,Communications,-107.1,35781,35794,0.00016678427096029251,0.01,1436.13,6100.0,2012-07-05 00:00:00,15.0,Space Systems/Loral,USA,Guiana Space Center,Ariane 5 ECA,2012-035A,38551,GEO - Equatorial
Echostar 18,Echostar 18,USA,USA,"Echostar Satellite Services, LLC",Commercial,Communications,-109.9,35692,35788,0.0012331406551059731,0.08,1436.3,6300.0,2016-06-19 00:00:00,15.0,Space Systems/Loral,USA,Guiana Space Center,Ariane 5 ECA,2016-039B,41592,GEO - Equatorial
Echostar 19,Echostar 19,USA,USA,"HughesNet leased from Echostar Technologies, LLC",Commercial,Communications,-97.1,35771,35796,0.0003207719055134275,0.2,1436.3,6764.0,2016-12-18 00:00:00,15.0,Space Systems/Loral,USA,Cape Canaveral,Atlas 5,2016-079A,41893,GEO - Equatorial
Echostar 21 (TerreStar 2),Echostar 21,United Kingdom,USA,"Echostar Satellite Services, LLC",Commercial,Communications,10.25,35773,35799,0.00033358138102691743,7.35,1436.1,6900.0,2017-06-07 00:00:00,15.0,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton,2017-032A,42749,GEO - Equatorial
Echostar 23,Echostar 23,USA,USA,"Echostar Satellite Services, LLC",Commercial,Communications,-45.0,35786,35803,0.00021806334098692902,0,1436.1,5600.0,2017-03-16 00:00:00,15.0,Lockheed Martin Missiles & Space,USA,Cape Canaveral,Falcon 9,2017-014A,42070,GEO - Equatorial
Echostar 7 ,Echostar 7 ,USA,USA,"Echostar Satellite Services, LLC",Commercial,Communications,-118.85,35782,35789,8.9811524101564e-05,0.01,1436.07,4027.0,2002-02-21 00:00:00,12.0,Space Systems/Loral,USA,Cape Canaveral,Atlas 3B,2002-006A,27378,GEO - Equatorial
"Echostar 9/Galaxy 23 (G-23, Intelsat 1A-13, Telstar 13)",Echostar 9/Galaxy 23,USA,USA,"Echostar Satellite Services, LLC/Intelsat ",Commercial,Communications,-121.02,35775,35797,0.00028226116856123784,0.01,1436.08,4000.0,2003-08-08 00:00:00,13.0,Space Systems/Loral,USA,Sea Launch Odyssey,Zenit 3SL,2003-034A,27854,GEO - Equatorial
"Echostar G1 (ICO G1, DBSD G1)",Echostar G1,USA,USA,"Echostar Satellite Services, LLC",Commercial,Communications,-92.92,35773,35799,0.00033358138102691743,5.73,1436.1,6600.0,2008-04-14 00:00:00,15.0,Space Systems/Loral,USA,Cape Canaveral,Atlas 5,2008-016A,32763,GEO - Equatorial
Ecuador-UTE,Ecuador-UTE,NR ,Ecuador,Equator Technological University,Civil,Technology Development,0.0,501,562,0.00820664603793892,97.5,95.2,4.0,2019-07-05 00:00:00,,Ecuador Technical University,Ecuador,Vostochny Cosmodrome,Soyuz-2.1b,2019-038B,44388,LEO - Sun-Synchronous
EDRS-C (European Data Relay System-C),EDRS-C,Germany,ESA,Airbus,Commercial,Communications,31.0,35782,35790,0.00010264042493135922,0,1436.07,3186.0,2019-08-06 00:00:00,,OHB Germany,Germany,Guiana Space Center,Ariane 5,2019-049A,44475,GEO - Equatorial
EgyptSat-A ,EgyptSat-A,NR,Egypt,National Authority for Remote Sensing and Space Science (NARSS),Government,Earth Observation,0.0,652,657,0.0006511264487563485,98,98.0,2200.0,2019-02-21 00:00:00,11.0,RKK Energia,Russia,Baikonur Cosmodrome,Soyuz,2019-008A,44047,LEO - Sun-Synchronous
"EKS-1 (Integrated Space System, Cosmos 2510, Tundra 11L)",Cosmos 2510,Russia,Russia,Ministry of Defense,Military,Earth Observation,0.0,1606,38662,0.7945452206355332,63,715.0,,2015-11-17 00:00:00,,RKK Energia,Russia,Plesetsk Cosmodrome,Soyuz-2.1,2015-066A,41032,HEO - Molniya
"EKS-2 (Integrated Space System, Cosmos 2518, Tundra 12L)",Cosmos 2518,Russia,Russia,Ministry of Defense,Military,Earth Observation,0.0,1650,38511,0.792181556381767,63.8,713.8,,2017-05-25 00:00:00,,RKK Energia,Russia,Plesetsk Cosmodrome,Soyuz-2.1b,2017-027A,42719,HEO - Molniya
"EKS-3 (Integrated Space System, Cosmos 2541, Tundra 13L) ",Cosmos 2541,Russia,Russia,Ministry of Defense,Military,Earth Observation,0.0,1615,38737,0.7945293437780917,63.8,717.7,,2019-09-26 00:00:00,,RKK Energia,Russia,Plesetsk Cosmodrome,Soyuz-2.1b,2019-065A,44552,HEO - Molniya
"EKS-4 (Integrated Space System, Cosmos 2546, Tundra 14L)",Cosmos 2546,Russia,Russia,Ministry of Defense,Military,Earth Observation,0.0,1659,38503,0.7917991919539242,63.8,713.9,,2020-05-22 00:00:00,,RKK Energia,Russia,Plesetsk Cosmodrome,Soyuz-2.1b,2020-031A,45608,HEO - Molniya
"EKS-5 (Integrated Space System, Cosmos 2552, Tunda 15L)",Cosmos 2552,Russia,Russia,Ministry of Defense,Military,Earth Observation,0.0,1664,38596,0.7920223032382586,63.7,713.8,2000.0,2021-11-25 00:00:00,,RKK Energia,Russia,Plesetsk Cosmodrome,Soyuz-2.1b,2021-113A,49503,HEO - Molniya
El Camino Real (Momentus X1),El Camino Real,USA,USA,Momentus,Commercial,Technology Development,0.0,515,543,0.003769520732364028,97.5,95.2,20.0,2019-07-05 00:00:00,,Momentus,USA,Vostochny Cosmodrome,Soyuz-2.1b,2019-038Y,44408,LEO - Sun-Synchronous
Electro-L1 (GOMS 2 [Geostationary Operational Meteorological Satellite 2]),Electro-L1,Russia,Russia,Roshydromet - Planeta,Government,Earth Observation,76.0,35323,35750,0.005513732680810402,0.46,1423.35,1766.0,2011-01-20 00:00:00,10.0,Lavochkin,Russia,Baikonur Cosmodrome,Zenit,2011-001A,37344,GEO - Equatorial
Electro-L2 ,Electro-L2,Russia,Russia,Roshydromet - Planeta,Government,Earth Observation,-14.5,35694,35815,0.0015536922662078353,0.45,1434.47,1800.0,2015-12-11 00:00:00,10.0,Lavochkin,Russia,Baikonur Cosmodrome,Zenit,2015-074A,41105,GEO - Equatorial
Electro-L3,Electro-L3,Russia,Russia,Roshydromet - Planeta,Government,Earth Observation,165.8,35372,35572,0.0025868536099542126,0.56,1420.05,2094.0,2019-12-24 00:00:00,10.0,Lavochkin,Russia,Baikonur Cosmodrome,Proton,2019-095A,44903,GEO - Equatorial
ELFIN-Star,ELFIN-Star,USA,USA,University of California,Commercial/Civil,Space Science,0.0,449,465,0.002196595277320154,93.02,93.7,4.0,2018-09-15 00:00:00,,University of California,USA,Vandenberg AFB,Delta 2,2018-070D ,43616,LEO - Polar
ELISA-E12 (ELectronic Intelligence by SAtellite),ELISA-E12,France,France,DGA (Arms Procurement Agency)/Centre National d'Etudes Spatiales (CNES),Military,Earth Observation,0.0,675,692,0.0021972340700529922,98.21,98.43,120.0,2011-12-17 00:00:00,,Astrium/Thales Alenia Space,France,Guiana Space Center,Soyuz-2/Fregat,2011-076D,38010,LEO - Sun-Synchronous
ELISA-E24 (ELectronic Intelligence by SAtellite),ELISA-E24,France,France,DGA (Arms Procurement Agency)/Centre National d'Etudes Spatiales (CNES),Military,Earth Observation,0.0,675,692,0.0021972340700529922,98.21,98.43,120.0,2011-12-17 00:00:00,,Astrium/Thales Alenia Space,France,Guiana Space Center,Soyuz-2/Fregat,2011-076B,38008,LEO - Sun-Synchronous
ELISA-W11 (ELectronic Intelligence by SAtellite),ELISA-W11,France,France,DGA (Arms Procurement Agency)/Centre National d'Etudes Spatiales (CNES),Military,Earth Observation,0.0,677,692,0.0019382349140715854,98.21,98.45,120.0,2011-12-17 00:00:00,,Astrium/Thales Alenia Space,France,Guiana Space Center,Soyuz-2/Fregat,2011-076A,38007,LEO - Sun-Synchronous
ELISA-W23 (ELectronic Intelligence by SAtellite),ELISA-W23,France,France,DGA (Arms Procurement Agency)/Centre National d'Etudes Spatiales (CNES),Military,Earth Observation,0.0,677,692,0.0019382349140715854,98.21,98.46,120.0,2011-12-17 00:00:00,,Astrium/Thales Alenia Space,France,Guiana Space Center,Soyuz-2/Fregat,2011-076C,38009,LEO - Sun-Synchronous
ELSA-d (End-of-Life Service by Astroscale) (demonstration),ELSA-d,Japan,Singapore,Astroscale ,Commercial,Technology Development,0.0,534,557,0.003082696689451816,97.5,95.5,175.0,2021-03-22 00:00:00,,Astroscale/Surrey Satellite Technology Ltd.,Singapore/UK,Baikonur Cosmodrome,Soyuz-2.1b,2021-022N,47944,LEO - Sun-Synchronous
EMISat (Electromagnetic Intelligence-gathering Satellite),EMISat,India,India,Defence Research and Development Organization,Military,Earth Observation,0.0,735,759,0.003051881993896236,98.3,99.75,436.0,2019-04-01 00:00:00,,Indian Space Research Organization (ISRO),India,Satish Dhawan Space Centre,PSLV,2019-018A,44078,LEO - Sun-Synchronous
EnMAP (Environmental Mapping and Analysis Program),EnMAP,NR (4/22),Germany,German Aerospace Center (DLR),Government,Earth Observation,0.0,638,651,0.00169734952343648,98,98.0,980.0,2022-04-01 00:00:00,,OHB System-AG,Germany,Cape Canaveral,Falcon 9,2022-033C,52159,LEO - Sun-Synchronous
"EOS-1 (Earth Observing Satellite 1, RISAT 2BR2)",EOS-1,India,India,Ministry of Defense,Military,Earth Observation,0.0,567,577,0.0013308490817141336,36.9,580.0,630.0,2020-11-07 00:00:00,,Indian Space Research Organization (ISRO),India,Satish Dhawan Space Centre,PSLV,2020-081A,46905,LEO - Non-Polar Inclined
"EOS-4 (Earth Observing Satellite 1A, RISAT 1A)",EOS-1,NR (4/22),India,Indian Space Research Organization (ISRO),Government,Earth Observation,0.0,521,535,0.0018852679773767843,97.5,95.5,1710.0,2022-02-14 00:00:00,10.0,ISRO Satellite Center,India,Satish Dhawan Space Centre,PSLV-XL,2022-013A,51656,LEO - Sun-Synchronous
EOS-AM Terra ,Terra,USA,USA/Canada/Japan,Earth Sciences Enterprise (NASA),Government,Earth Observation,0.0,702,703,0.00012861736334405144,98.2,98.8,4854.0,1999-12-18 00:00:00,6.0,Lockheed Martin,USA,Vandenberg AFB,Atlas 2AS,1999-068A,25994,LEO - Sun-Synchronous
EOS-CHEM Aura ,Aura,USA,USA,Goddard Space Flight Center/EOS Data and Operations System,Government,Earth Observation,0.0,702,703,0.00012861736334405144,98.2,98.8,2967.0,2004-07-15 00:00:00,5.0,TRW,USA,Vandenberg AFB,Delta 2,2004-026A,28376,LEO - Sun-Synchronous
"EOS-PM Aqua (Advanced Microwave Scanning Radiometer for EOS, EOS PM-1)",Aqua,USA,USA/Japan/Brazil,National Aeronautics and Space Administration (NASA) - Earth Science Enterprise/Japan Meteorological Agency/Brazilian Space Agency,Government,Earth Observation,0.0,701,704,0.0003858520900321543,98.2,98.8,2934.0,2002-05-04 00:00:00,6.0,NASA/Jet Propulsion Laboratory/Japan Aerospace Exploration Agency/Equatorial Systems (Brazil),/Japan/Brazil,Vandenberg AFB,Delta,2002-022A,27424,LEO - Sun-Synchronous
ERA-1 (Cosmos 2548),Cosmos 2548,Russia,Russia,Defense Ministry,Military,Technology Development,0.0,1483,1506,0.0024575275136232504,82.5,115.9,3.0,2020-12-03 00:00:00,,Unknown,Russia,Plesetsk Cosmodrome,Soyuz-2.1b,2020-091D,47230,LEO - Polar
"ERG (Exploration of Energization and Radiation in Geospace, Arase)",ERG,Japan,Japan,Japan Aerospace Exploration Agency (JAXA),Government,Space Science,0.0,460,33200,0.8178865850612042,31,580.0,350.0,2016-12-20 00:00:00,1.0,Japan Aerospace Exploration Agency (JAXA),Japan,Uchinoura Space Center,Epsilon,2016-080A,41896,HEO
EROS B1 (Earth Resources Observation Satellite),EROS B-1,NR,Israel,"ImageSat International, NV/Ministry of Defense",Military/Commercial,Earth Observation,0.0,508,514,0.0008116883116883117,97.4,94.8,350.0,2006-04-25 00:00:00,10.0,Israel Aircraft Industries (IAI),Israel,Svobodny Cosmodrome,Start 1,2006-014A,29079,LEO - Sun-Synchronous
ESAIL Maritime Microsatellite,ESAIL,Canada,ESA,ESA/European Maritime Safety Agency,Government,Earth Observation,0.0,520,531,0.0014822800161703275,97.5,95.0,112.0,2020-09-02 00:00:00,,LuxSpace,Luxembourg,Guiana Space Center,Vega,2020-061B,46273,LEO - Sun-Synchronous
ESEO (European Student Earth Orbiter),ESEO,ESA,ESA,European University Network,Civil,Earth Observation/Earth Science,0.0,572,588,0.0021248339973439574,97.7,96.3,45.0,2018-12-03 00:00:00,,Carlo Gavazzi Space (CGS) working with network of universities,Italy,Vandenberg AFB,Falcon 9,2018-099AL,43792,LEO - Sun-Synchronous
Es'hail-1,Es'hail-1,France,Multinational,EUTELSAT S.A./Es'hailSat,Commercial,Communications,25.5,35725,35767,0.0005394158896509209,0.08,1434.03,,2013-08-29 00:00:00,15.0,Space Systems/Loral,USA,Guiana Space Center,Ariane 5 ECA,2013-044A,39233,GEO - Equatorial
Es'hail-2,Es'hail-2,NR,France,Es’hailSat,Military/Commercial,Communications,26.0,35788,35798,0.0001282774898660783,0.1,1436.1,5300.0,2018-11-15 00:00:00,15.0,Mitsubishi Electric,Japan,Cape Canaveral,Falcon 9,2018-090A,43700,GEO - Equatorial
